frame,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,blink
1130,0.6233170025452793,0.6056998846719991,0.5576999213891735,0.5641790341939104,0.5788721323960627,0.5951492067376325,0.5694271865255321,0.5850701492925905,0.6058141192809656,0.59669529685016,0.5881268548365205,0.6027735888043277,0.6643533570646163,0.0
1131,0.6056998846719991,0.5576999213891735,0.5641790341939104,0.5788721323960627,0.5951492067376325,0.5694271865255321,0.5850701492925905,0.6058141192809656,0.59669529685016,0.5881268548365205,0.6027735888043277,0.6643533570646163,0.6058141192809656,0.0
1132,0.5576999213891735,0.5641790341939104,0.5788721323960627,0.5951492067376325,0.5694271865255321,0.5850701492925905,0.6058141192809656,0.59669529685016,0.5881268548365205,0.6027735888043277,0.6643533570646163,0.6058141192809656,0.6156460027430992,0.0
1133,0.5641790341939104,0.5788721323960627,0.5951492067376325,0.5694271865255321,0.5850701492925905,0.6058141192809656,0.59669529685016,0.5881268548365205,0.6027735888043277,0.6643533570646163,0.6058141192809656,0.6156460027430992,0.5429144027491228,0.0
1134,0.5788721323960627,0.5951492067376325,0.5694271865255321,0.5850701492925905,0.6058141192809656,0.59669529685016,0.5881268548365205,0.6027735888043277,0.6643533570646163,0.6058141192809656,0.6156460027430992,0.5429144027491228,0.5753465484380591,0.0
1135,0.5951492067376325,0.5694271865255321,0.5850701492925905,0.6058141192809656,0.59669529685016,0.5881268548365205,0.6027735888043277,0.6643533570646163,0.6058141192809656,0.6156460027430992,0.5429144027491228,0.5753465484380591,0.5864151497656359,0.0
1136,0.5694271865255321,0.5850701492925905,0.6058141192809656,0.59669529685016,0.5881268548365205,0.6027735888043277,0.6643533570646163,0.6058141192809656,0.6156460027430992,0.5429144027491228,0.5753465484380591,0.5864151497656359,0.5707600903941823,0.0
1137,0.5850701492925905,0.6058141192809656,0.59669529685016,0.5881268548365205,0.6027735888043277,0.6643533570646163,0.6058141192809656,0.6156460027430992,0.5429144027491228,0.5753465484380591,0.5864151497656359,0.5707600903941823,0.5787688115708002,0.0
1138,0.6058141192809656,0.59669529685016,0.5881268548365205,0.6027735888043277,0.6643533570646163,0.6058141192809656,0.6156460027430992,0.5429144027491228,0.5753465484380591,0.5864151497656359,0.5707600903941823,0.5787688115708002,0.577652250831729,0.0
1139,0.59669529685016,0.5881268548365205,0.6027735888043277,0.6643533570646163,0.6058141192809656,0.6156460027430992,0.5429144027491228,0.5753465484380591,0.5864151497656359,0.5707600903941823,0.5787688115708002,0.577652250831729,0.5869229301267856,0.0
1140,0.5881268548365205,0.6027735888043277,0.6643533570646163,0.6058141192809656,0.6156460027430992,0.5429144027491228,0.5753465484380591,0.5864151497656359,0.5707600903941823,0.5787688115708002,0.577652250831729,0.5869229301267856,0.6125441622560902,0.0
1141,0.6027735888043277,0.6643533570646163,0.6058141192809656,0.6156460027430992,0.5429144027491228,0.5753465484380591,0.5864151497656359,0.5707600903941823,0.5787688115708002,0.577652250831729,0.5869229301267856,0.6125441622560902,0.6238694842806572,0.0
1142,0.6643533570646163,0.6058141192809656,0.6156460027430992,0.5429144027491228,0.5753465484380591,0.5864151497656359,0.5707600903941823,0.5787688115708002,0.577652250831729,0.5869229301267856,0.6125441622560902,0.6238694842806572,0.5862905408196039,0.0
1143,0.6058141192809656,0.6156460027430992,0.5429144027491228,0.5753465484380591,0.5864151497656359,0.5707600903941823,0.5787688115708002,0.577652250831729,0.5869229301267856,0.6125441622560902,0.6238694842806572,0.5862905408196039,0.620691165671286,0.0
1144,0.6156460027430992,0.5429144027491228,0.5753465484380591,0.5864151497656359,0.5707600903941823,0.5787688115708002,0.577652250831729,0.5869229301267856,0.6125441622560902,0.6238694842806572,0.5862905408196039,0.620691165671286,0.5960443372137693,0.0
1145,0.5429144027491228,0.5753465484380591,0.5864151497656359,0.5707600903941823,0.5787688115708002,0.577652250831729,0.5869229301267856,0.6125441622560902,0.6238694842806572,0.5862905408196039,0.620691165671286,0.5960443372137693,0.5780642642087572,0.0
1146,0.5753465484380591,0.5864151497656359,0.5707600903941823,0.5787688115708002,0.577652250831729,0.5869229301267856,0.6125441622560902,0.6238694842806572,0.5862905408196039,0.620691165671286,0.5960443372137693,0.5780642642087572,0.5486487359711921,0.0
1147,0.5864151497656359,0.5707600903941823,0.5787688115708002,0.577652250831729,0.5869229301267856,0.6125441622560902,0.6238694842806572,0.5862905408196039,0.620691165671286,0.5960443372137693,0.5780642642087572,0.5486487359711921,0.5753465484380591,0.0
1148,0.5707600903941823,0.5787688115708002,0.577652250831729,0.5869229301267856,0.6125441622560902,0.6238694842806572,0.5862905408196039,0.620691165671286,0.5960443372137693,0.5780642642087572,0.5486487359711921,0.5753465484380591,0.5755929863916998,0.0
1149,0.5787688115708002,0.577652250831729,0.5869229301267856,0.6125441622560902,0.6238694842806572,0.5862905408196039,0.620691165671286,0.5960443372137693,0.5780642642087572,0.5486487359711921,0.5753465484380591,0.5755929863916998,0.5851843839015567,0.0
1150,0.577652250831729,0.5869229301267856,0.6125441622560902,0.6238694842806572,0.5862905408196039,0.620691165671286,0.5960443372137693,0.5780642642087572,0.5486487359711921,0.5753465484380591,0.5755929863916998,0.5851843839015567,0.5686636512927598,0.0
1151,0.5869229301267856,0.6125441622560902,0.6238694842806572,0.5862905408196039,0.620691165671286,0.5960443372137693,0.5780642642087572,0.5486487359711921,0.5753465484380591,0.5755929863916998,0.5851843839015567,0.5686636512927598,0.5662703008231276,0.0
1152,0.6125441622560902,0.6238694842806572,0.5862905408196039,0.620691165671286,0.5960443372137693,0.5780642642087572,0.5486487359711921,0.5753465484380591,0.5755929863916998,0.5851843839015567,0.5686636512927598,0.5662703008231276,0.5754033609009106,0.0
1153,0.6238694842806572,0.5862905408196039,0.620691165671286,0.5960443372137693,0.5780642642087572,0.5486487359711921,0.5753465484380591,0.5755929863916998,0.5851843839015567,0.5686636512927598,0.5662703008231276,0.5754033609009106,0.5934210348494693,0.0
1154,0.5862905408196039,0.620691165671286,0.5960443372137693,0.5780642642087572,0.5486487359711921,0.5753465484380591,0.5755929863916998,0.5851843839015567,0.5686636512927598,0.5662703008231276,0.5754033609009106,0.5934210348494693,0.6096313998872896,0.0
1155,0.620691165671286,0.5960443372137693,0.5780642642087572,0.5486487359711921,0.5753465484380591,0.5755929863916998,0.5851843839015567,0.5686636512927598,0.5662703008231276,0.5754033609009106,0.5934210348494693,0.6096313998872896,0.6111244743612064,0.0
1156,0.5960443372137693,0.5780642642087572,0.5486487359711921,0.5753465484380591,0.5755929863916998,0.5851843839015567,0.5686636512927598,0.5662703008231276,0.5754033609009106,0.5934210348494693,0.6096313998872896,0.6111244743612064,0.5754033609009106,0.0
1157,0.5780642642087572,0.5486487359711921,0.5753465484380591,0.5755929863916998,0.5851843839015567,0.5686636512927598,0.5662703008231276,0.5754033609009106,0.5934210348494693,0.6096313998872896,0.6111244743612064,0.5754033609009106,0.5934210348494693,0.0
1158,0.5486487359711921,0.5753465484380591,0.5755929863916998,0.5851843839015567,0.5686636512927598,0.5662703008231276,0.5754033609009106,0.5934210348494693,0.6096313998872896,0.6111244743612064,0.5754033609009106,0.5934210348494693,0.5428973795970415,0.0
1159,0.5753465484380591,0.5755929863916998,0.5851843839015567,0.5686636512927598,0.5662703008231276,0.5754033609009106,0.5934210348494693,0.6096313998872896,0.6111244743612064,0.5754033609009106,0.5934210348494693,0.5428973795970415,0.5691259484995976,0.0
1160,0.5755929863916998,0.5851843839015567,0.5686636512927598,0.5662703008231276,0.5754033609009106,0.5934210348494693,0.6096313998872896,0.6111244743612064,0.5754033609009106,0.5934210348494693,0.5428973795970415,0.5691259484995976,0.5518056216735966,0.0
1161,0.5851843839015567,0.5686636512927598,0.5662703008231276,0.5754033609009106,0.5934210348494693,0.6096313998872896,0.6111244743612064,0.5754033609009106,0.5934210348494693,0.5428973795970415,0.5691259484995976,0.5518056216735966,0.5573856869523522,0.0
1162,0.5686636512927598,0.5662703008231276,0.5754033609009106,0.5934210348494693,0.6096313998872896,0.6111244743612064,0.5754033609009106,0.5934210348494693,0.5428973795970415,0.5691259484995976,0.5518056216735966,0.5573856869523522,0.5862740740023252,0.0
1163,0.5662703008231276,0.5754033609009106,0.5934210348494693,0.6096313998872896,0.6111244743612064,0.5754033609009106,0.5934210348494693,0.5428973795970415,0.5691259484995976,0.5518056216735966,0.5573856869523522,0.5862740740023252,0.6124545147233733,0.0
1164,0.5754033609009106,0.5934210348494693,0.6096313998872896,0.6111244743612064,0.5754033609009106,0.5934210348494693,0.5428973795970415,0.5691259484995976,0.5518056216735966,0.5573856869523522,0.5862740740023252,0.6124545147233733,0.6111244743612064,0.0
1165,0.5934210348494693,0.6096313998872896,0.6111244743612064,0.5754033609009106,0.5934210348494693,0.5428973795970415,0.5691259484995976,0.5518056216735966,0.5573856869523522,0.5862740740023252,0.6124545147233733,0.6111244743612064,0.5509602117810224,0.0
1166,0.6096313998872896,0.6111244743612064,0.5754033609009106,0.5934210348494693,0.5428973795970415,0.5691259484995976,0.5518056216735966,0.5573856869523522,0.5862740740023252,0.6124545147233733,0.6111244743612064,0.5509602117810224,0.6027735888043277,0.0
1167,0.6111244743612064,0.5754033609009106,0.5934210348494693,0.5428973795970415,0.5691259484995976,0.5518056216735966,0.5573856869523522,0.5862740740023252,0.6124545147233733,0.6111244743612064,0.5509602117810224,0.6027735888043277,0.5833976271560721,0.0
1168,0.5754033609009106,0.5934210348494693,0.5428973795970415,0.5691259484995976,0.5518056216735966,0.5573856869523522,0.5862740740023252,0.6124545147233733,0.6111244743612064,0.5509602117810224,0.6027735888043277,0.5833976271560721,0.5995018677754712,0.0
1169,0.5934210348494693,0.5428973795970415,0.5691259484995976,0.5518056216735966,0.5573856869523522,0.5862740740023252,0.6124545147233733,0.6111244743612064,0.5509602117810224,0.6027735888043277,0.5833976271560721,0.5995018677754712,0.6169770660965493,0.0
1170,0.5428973795970415,0.5691259484995976,0.5518056216735966,0.5573856869523522,0.5862740740023252,0.6124545147233733,0.6111244743612064,0.5509602117810224,0.6027735888043277,0.5833976271560721,0.5995018677754712,0.6169770660965493,0.6001224944431945,0.0
1171,0.5691259484995976,0.5518056216735966,0.5573856869523522,0.5862740740023252,0.6124545147233733,0.6111244743612064,0.5509602117810224,0.6027735888043277,0.5833976271560721,0.5995018677754712,0.6169770660965493,0.6001224944431945,0.5622595440559658,0.0
1172,0.5518056216735966,0.5573856869523522,0.5862740740023252,0.6124545147233733,0.6111244743612064,0.5509602117810224,0.6027735888043277,0.5833976271560721,0.5995018677754712,0.6169770660965493,0.6001224944431945,0.5622595440559658,0.5437773243682931,0.0
1173,0.5573856869523522,0.5862740740023252,0.6124545147233733,0.6111244743612064,0.5509602117810224,0.6027735888043277,0.5833976271560721,0.5995018677754712,0.6169770660965493,0.6001224944431945,0.5622595440559658,0.5437773243682931,0.5612730679695467,0.0
1174,0.5862740740023252,0.6124545147233733,0.6111244743612064,0.5509602117810224,0.6027735888043277,0.5833976271560721,0.5995018677754712,0.6169770660965493,0.6001224944431945,0.5622595440559658,0.5437773243682931,0.5612730679695467,0.5676815006372428,0.0
1175,0.6124545147233733,0.6111244743612064,0.5509602117810224,0.6027735888043277,0.5833976271560721,0.5995018677754712,0.6169770660965493,0.6001224944431945,0.5622595440559658,0.5437773243682931,0.5612730679695467,0.5676815006372428,0.5688177899060373,0.0
1176,0.6111244743612064,0.5509602117810224,0.6027735888043277,0.5833976271560721,0.5995018677754712,0.6169770660965493,0.6001224944431945,0.5622595440559658,0.5437773243682931,0.5612730679695467,0.5676815006372428,0.5688177899060373,0.6028878234132938,0.0
1177,0.5509602117810224,0.6027735888043277,0.5833976271560721,0.5995018677754712,0.6169770660965493,0.6001224944431945,0.5622595440559658,0.5437773243682931,0.5612730679695467,0.5676815006372428,0.5688177899060373,0.6028878234132938,0.6267171858702529,0.0
1178,0.6027735888043277,0.5833976271560721,0.5995018677754712,0.6169770660965493,0.6001224944431945,0.5622595440559658,0.5437773243682931,0.5612730679695467,0.5676815006372428,0.5688177899060373,0.6028878234132938,0.6267171858702529,0.6153323156788585,0.0
1179,0.5833976271560721,0.5995018677754712,0.6169770660965493,0.6001224944431945,0.5622595440559658,0.5437773243682931,0.5612730679695467,0.5676815006372428,0.5688177899060373,0.6028878234132938,0.6267171858702529,0.6153323156788585,0.5780642642087572,0.0
1180,0.5995018677754712,0.6169770660965493,0.6001224944431945,0.5622595440559658,0.5437773243682931,0.5612730679695467,0.5676815006372428,0.5688177899060373,0.6028878234132938,0.6267171858702529,0.6153323156788585,0.5780642642087572,0.6168524571505173,0.0
1181,0.6169770660965493,0.6001224944431945,0.5622595440559658,0.5437773243682931,0.5612730679695467,0.5676815006372428,0.5688177899060373,0.6028878234132938,0.6267171858702529,0.6153323156788585,0.5780642642087572,0.6168524571505173,0.6087404151486369,0.0
1182,0.6001224944431945,0.5622595440559658,0.5437773243682931,0.5612730679695467,0.5676815006372428,0.5688177899060373,0.6028878234132938,0.6267171858702529,0.6153323156788585,0.5780642642087572,0.6168524571505173,0.6087404151486369,0.5588216611987881,0.0
1183,0.5622595440559658,0.5437773243682931,0.5612730679695467,0.5676815006372428,0.5688177899060373,0.6028878234132938,0.6267171858702529,0.6153323156788585,0.5780642642087572,0.6168524571505173,0.6087404151486369,0.5588216611987881,0.6169770660965493,0.0
1184,0.5437773243682931,0.5612730679695467,0.5676815006372428,0.5688177899060373,0.6028878234132938,0.6267171858702529,0.6153323156788585,0.5780642642087572,0.6168524571505173,0.6087404151486369,0.5588216611987881,0.6169770660965493,0.5642582133978989,0.0
1185,0.5612730679695467,0.5676815006372428,0.5688177899060373,0.6028878234132938,0.6267171858702529,0.6153323156788585,0.5780642642087572,0.6168524571505173,0.6087404151486369,0.5588216611987881,0.6169770660965493,0.5642582133978989,0.5945427746590838,0.0
1186,0.5676815006372428,0.5688177899060373,0.6028878234132938,0.6267171858702529,0.6153323156788585,0.5780642642087572,0.6168524571505173,0.6087404151486369,0.5588216611987881,0.6169770660965493,0.5642582133978989,0.5945427746590838,0.5833976271560721,0.0
1187,0.5688177899060373,0.6028878234132938,0.6267171858702529,0.6153323156788585,0.5780642642087572,0.6168524571505173,0.6087404151486369,0.5588216611987881,0.6169770660965493,0.5642582133978989,0.5945427746590838,0.5833976271560721,0.5707600903941823,0.0
1188,0.6028878234132938,0.6267171858702529,0.6153323156788585,0.5780642642087572,0.6168524571505173,0.6087404151486369,0.5588216611987881,0.6169770660965493,0.5642582133978989,0.5945427746590838,0.5833976271560721,0.5707600903941823,0.5816088027729448,0.0
1189,0.6267171858702529,0.6153323156788585,0.5780642642087572,0.6168524571505173,0.6087404151486369,0.5588216611987881,0.6169770660965493,0.5642582133978989,0.5945427746590838,0.5833976271560721,0.5707600903941823,0.5816088027729448,0.5044590236890271,0.0
1190,0.6153323156788585,0.5780642642087572,0.6168524571505173,0.6087404151486369,0.5588216611987881,0.6169770660965493,0.5642582133978989,0.5945427746590838,0.5833976271560721,0.5707600903941823,0.5816088027729448,0.5044590236890271,0.34171299579949793,0.0
1191,0.5780642642087572,0.6168524571505173,0.6087404151486369,0.5588216611987881,0.6169770660965493,0.5642582133978989,0.5945427746590838,0.5833976271560721,0.5707600903941823,0.5816088027729448,0.5044590236890271,0.34171299579949793,0.2858161016328576,0.0
1192,0.6168524571505173,0.6087404151486369,0.5588216611987881,0.6169770660965493,0.5642582133978989,0.5945427746590838,0.5833976271560721,0.5707600903941823,0.5816088027729448,0.5044590236890271,0.34171299579949793,0.2858161016328576,0.347507621088641,1.0
1193,0.6087404151486369,0.5588216611987881,0.6169770660965493,0.5642582133978989,0.5945427746590838,0.5833976271560721,0.5707600903941823,0.5816088027729448,0.5044590236890271,0.34171299579949793,0.2858161016328576,0.347507621088641,0.3134610410065992,1.0
1194,0.5588216611987881,0.6169770660965493,0.5642582133978989,0.5945427746590838,0.5833976271560721,0.5707600903941823,0.5816088027729448,0.5044590236890271,0.34171299579949793,0.2858161016328576,0.347507621088641,0.3134610410065992,0.22627692038864783,1.0
1195,0.6169770660965493,0.5642582133978989,0.5945427746590838,0.5833976271560721,0.5707600903941823,0.5816088027729448,0.5044590236890271,0.34171299579949793,0.2858161016328576,0.347507621088641,0.3134610410065992,0.22627692038864783,0.2928839140618714,1.0
1196,0.5642582133978989,0.5945427746590838,0.5833976271560721,0.5707600903941823,0.5816088027729448,0.5044590236890271,0.34171299579949793,0.2858161016328576,0.347507621088641,0.3134610410065992,0.22627692038864783,0.2928839140618714,0.3071966406838439,1.0
1197,0.5945427746590838,0.5833976271560721,0.5707600903941823,0.5816088027729448,0.5044590236890271,0.34171299579949793,0.2858161016328576,0.347507621088641,0.3134610410065992,0.22627692038864783,0.2928839140618714,0.3071966406838439,0.3865834982018394,1.0
1198,0.5833976271560721,0.5707600903941823,0.5816088027729448,0.5044590236890271,0.34171299579949793,0.2858161016328576,0.347507621088641,0.3134610410065992,0.22627692038864783,0.2928839140618714,0.3071966406838439,0.3865834982018394,0.4370672545814853,1.0
1199,0.5707600903941823,0.5816088027729448,0.5044590236890271,0.34171299579949793,0.2858161016328576,0.347507621088641,0.3134610410065992,0.22627692038864783,0.2928839140618714,0.3071966406838439,0.3865834982018394,0.4370672545814853,0.49828080166588623,1.0
1200,0.5816088027729448,0.5044590236890271,0.34171299579949793,0.2858161016328576,0.347507621088641,0.3134610410065992,0.22627692038864783,0.2928839140618714,0.3071966406838439,0.3865834982018394,0.4370672545814853,0.49828080166588623,0.521811794988562,1.0
1201,0.5044590236890271,0.34171299579949793,0.2858161016328576,0.347507621088641,0.3134610410065992,0.22627692038864783,0.2928839140618714,0.3071966406838439,0.3865834982018394,0.4370672545814853,0.49828080166588623,0.521811794988562,0.539033469869917,1.0
1202,0.34171299579949793,0.2858161016328576,0.347507621088641,0.3134610410065992,0.22627692038864783,0.2928839140618714,0.3071966406838439,0.3865834982018394,0.4370672545814853,0.49828080166588623,0.521811794988562,0.539033469869917,0.5559120052803332,1.0
1203,0.2858161016328576,0.347507621088641,0.3134610410065992,0.22627692038864783,0.2928839140618714,0.3071966406838439,0.3865834982018394,0.4370672545814853,0.49828080166588623,0.521811794988562,0.539033469869917,0.5559120052803332,0.540176898801772,1.0
1204,0.347507621088641,0.3134610410065992,0.22627692038864783,0.2928839140618714,0.3071966406838439,0.3865834982018394,0.4370672545814853,0.49828080166588623,0.521811794988562,0.539033469869917,0.5559120052803332,0.540176898801772,0.539033469869917,1.0
1205,0.3134610410065992,0.22627692038864783,0.2928839140618714,0.3071966406838439,0.3865834982018394,0.4370672545814853,0.49828080166588623,0.521811794988562,0.539033469869917,0.5559120052803332,0.540176898801772,0.539033469869917,0.5148062752976115,1.0
1206,0.22627692038864783,0.2928839140618714,0.3071966406838439,0.3865834982018394,0.4370672545814853,0.49828080166588623,0.521811794988562,0.539033469869917,0.5559120052803332,0.540176898801772,0.539033469869917,0.5148062752976115,0.5157401297160261,1.0
1207,0.2928839140618714,0.3071966406838439,0.3865834982018394,0.4370672545814853,0.49828080166588623,0.521811794988562,0.539033469869917,0.5559120052803332,0.540176898801772,0.539033469869917,0.5148062752976115,0.5157401297160261,0.5147063200147659,0.0
1208,0.3071966406838439,0.3865834982018394,0.4370672545814853,0.49828080166588623,0.521811794988562,0.539033469869917,0.5559120052803332,0.540176898801772,0.539033469869917,0.5148062752976115,0.5157401297160261,0.5147063200147659,0.5324751778611915,0.0
1209,0.3865834982018394,0.4370672545814853,0.49828080166588623,0.521811794988562,0.539033469869917,0.5559120052803332,0.540176898801772,0.539033469869917,0.5148062752976115,0.5157401297160261,0.5147063200147659,0.5324751778611915,0.5324751778611915,0.0
1210,0.4370672545814853,0.49828080166588623,0.521811794988562,0.539033469869917,0.5559120052803332,0.540176898801772,0.539033469869917,0.5148062752976115,0.5157401297160261,0.5147063200147659,0.5324751778611915,0.5324751778611915,0.5684559553822759,0.0
1211,0.49828080166588623,0.521811794988562,0.539033469869917,0.5559120052803332,0.540176898801772,0.539033469869917,0.5148062752976115,0.5157401297160261,0.5147063200147659,0.5324751778611915,0.5324751778611915,0.5684559553822759,0.5375738587206532,0.0
1212,0.521811794988562,0.539033469869917,0.5559120052803332,0.540176898801772,0.539033469869917,0.5148062752976115,0.5157401297160261,0.5147063200147659,0.5324751778611915,0.5324751778611915,0.5684559553822759,0.5375738587206532,0.5376738140034989,0.0
1213,0.539033469869917,0.5559120052803332,0.540176898801772,0.539033469869917,0.5148062752976115,0.5157401297160261,0.5147063200147659,0.5324751778611915,0.5324751778611915,0.5684559553822759,0.5375738587206532,0.5376738140034989,0.532375222578346,0.0
1214,0.5559120052803332,0.540176898801772,0.539033469869917,0.5148062752976115,0.5157401297160261,0.5147063200147659,0.5324751778611915,0.5324751778611915,0.5684559553822759,0.5375738587206532,0.5376738140034989,0.532375222578346,0.539033469869917,0.0
1215,0.540176898801772,0.539033469869917,0.5148062752976115,0.5157401297160261,0.5147063200147659,0.5324751778611915,0.5324751778611915,0.5684559553822759,0.5375738587206532,0.5376738140034989,0.532375222578346,0.539033469869917,0.5336186067930465,0.0
1216,0.539033469869917,0.5148062752976115,0.5157401297160261,0.5147063200147659,0.5324751778611915,0.5324751778611915,0.5684559553822759,0.5375738587206532,0.5376738140034989,0.532375222578346,0.539033469869917,0.5336186067930465,0.539033469869917,0.0
1217,0.5148062752976115,0.5157401297160261,0.5147063200147659,0.5324751778611915,0.5324751778611915,0.5684559553822759,0.5375738587206532,0.5376738140034989,0.532375222578346,0.539033469869917,0.5336186067930465,0.539033469869917,0.5324751778611915,0.0
1218,0.5157401297160261,0.5147063200147659,0.5324751778611915,0.5324751778611915,0.5684559553822759,0.5375738587206532,0.5376738140034989,0.532375222578346,0.539033469869917,0.5336186067930465,0.539033469869917,0.5324751778611915,0.5134587097941806,0.0
1219,0.5147063200147659,0.5324751778611915,0.5324751778611915,0.5684559553822759,0.5375738587206532,0.5376738140034989,0.532375222578346,0.539033469869917,0.5336186067930465,0.539033469869917,0.5324751778611915,0.5134587097941806,0.5564292581883251,0.0
1220,0.5324751778611915,0.5324751778611915,0.5684559553822759,0.5375738587206532,0.5376738140034989,0.532375222578346,0.539033469869917,0.5336186067930465,0.539033469869917,0.5324751778611915,0.5134587097941806,0.5564292581883251,0.5486487359711921,0.0
1221,0.5324751778611915,0.5684559553822759,0.5375738587206532,0.5376738140034989,0.532375222578346,0.539033469869917,0.5336186067930465,0.539033469869917,0.5324751778611915,0.5134587097941806,0.5564292581883251,0.5486487359711921,0.5718497804949508,0.0
1222,0.5684559553822759,0.5375738587206532,0.5376738140034989,0.532375222578346,0.539033469869917,0.5336186067930465,0.539033469869917,0.5324751778611915,0.5134587097941806,0.5564292581883251,0.5486487359711921,0.5718497804949508,0.5703906108762729,0.0
1223,0.5375738587206532,0.5376738140034989,0.532375222578346,0.539033469869917,0.5336186067930465,0.539033469869917,0.5324751778611915,0.5134587097941806,0.5564292581883251,0.5486487359711921,0.5718497804949508,0.5703906108762729,0.5973754256930001,0.0
1224,0.5376738140034989,0.532375222578346,0.539033469869917,0.5336186067930465,0.539033469869917,0.5324751778611915,0.5134587097941806,0.5564292581883251,0.5486487359711921,0.5718497804949508,0.5703906108762729,0.5973754256930001,0.5283799992723311,0.0
1225,0.532375222578346,0.539033469869917,0.5336186067930465,0.539033469869917,0.5324751778611915,0.5134587097941806,0.5564292581883251,0.5486487359711921,0.5718497804949508,0.5703906108762729,0.5973754256930001,0.5283799992723311,0.5890636781194851,0.0
1226,0.539033469869917,0.5336186067930465,0.539033469869917,0.5324751778611915,0.5134587097941806,0.5564292581883251,0.5486487359711921,0.5718497804949508,0.5703906108762729,0.5973754256930001,0.5283799992723311,0.5890636781194851,0.5777011908889008,0.0
1227,0.5336186067930465,0.539033469869917,0.5324751778611915,0.5134587097941806,0.5564292581883251,0.5486487359711921,0.5718497804949508,0.5703906108762729,0.5973754256930001,0.5283799992723311,0.5890636781194851,0.5777011908889008,0.5527246483753512,0.0
1228,0.539033469869917,0.5324751778611915,0.5134587097941806,0.5564292581883251,0.5486487359711921,0.5718497804949508,0.5703906108762729,0.5973754256930001,0.5283799992723311,0.5890636781194851,0.5777011908889008,0.5527246483753512,0.5590330460598129,0.0
1229,0.5324751778611915,0.5134587097941806,0.5564292581883251,0.5486487359711921,0.5718497804949508,0.5703906108762729,0.5973754256930001,0.5283799992723311,0.5890636781194851,0.5777011908889008,0.5527246483753512,0.5590330460598129,0.6056998846719991,0.0
1230,0.5134587097941806,0.5564292581883251,0.5486487359711921,0.5718497804949508,0.5703906108762729,0.5973754256930001,0.5283799992723311,0.5890636781194851,0.5777011908889008,0.5527246483753512,0.5590330460598129,0.6056998846719991,0.5749763354551423,0.0
1231,0.5564292581883251,0.5486487359711921,0.5718497804949508,0.5703906108762729,0.5973754256930001,0.5283799992723311,0.5890636781194851,0.5777011908889008,0.5527246483753512,0.5590330460598129,0.6056998846719991,0.5749763354551423,0.6095067909412575,0.0
1232,0.5486487359711921,0.5718497804949508,0.5703906108762729,0.5973754256930001,0.5283799992723311,0.5890636781194851,0.5777011908889008,0.5527246483753512,0.5590330460598129,0.6056998846719991,0.5749763354551423,0.6095067909412575,0.6156460027430992,0.0
1233,0.5718497804949508,0.5703906108762729,0.5973754256930001,0.5283799992723311,0.5890636781194851,0.5777011908889008,0.5527246483753512,0.5590330460598129,0.6056998846719991,0.5749763354551423,0.6095067909412575,0.6156460027430992,0.6227797941798889,0.0
1234,0.5703906108762729,0.5973754256930001,0.5283799992723311,0.5890636781194851,0.5777011908889008,0.5527246483753512,0.5590330460598129,0.6056998846719991,0.5749763354551423,0.6095067909412575,0.6156460027430992,0.6227797941798889,0.6043075113081777,0.0
1235,0.5973754256930001,0.5283799992723311,0.5890636781194851,0.5777011908889008,0.5527246483753512,0.5590330460598129,0.6056998846719991,0.5749763354551423,0.6095067909412575,0.6156460027430992,0.6227797941798889,0.6043075113081777,0.6227782659018877,0.0
1236,0.5283799992723311,0.5890636781194851,0.5777011908889008,0.5527246483753512,0.5590330460598129,0.6056998846719991,0.5749763354551423,0.6095067909412575,0.6156460027430992,0.6227797941798889,0.6043075113081777,0.6227782659018877,0.6237472700780601,0.0
1237,0.5890636781194851,0.5777011908889008,0.5527246483753512,0.5590330460598129,0.6056998846719991,0.5749763354551423,0.6095067909412575,0.6156460027430992,0.6227797941798889,0.6043075113081777,0.6227782659018877,0.6237472700780601,0.6231956282732528,0.0
1238,0.5777011908889008,0.5527246483753512,0.5590330460598129,0.6056998846719991,0.5749763354551423,0.6095067909412575,0.6156460027430992,0.6227797941798889,0.6043075113081777,0.6227782659018877,0.6237472700780601,0.6231956282732528,0.5528414692622562,0.0
1239,0.5527246483753512,0.5590330460598129,0.6056998846719991,0.5749763354551423,0.6095067909412575,0.6156460027430992,0.6227797941798889,0.6043075113081777,0.6227782659018877,0.6237472700780601,0.6231956282732528,0.5528414692622562,0.5389335145870714,0.0
1240,0.5590330460598129,0.6056998846719991,0.5749763354551423,0.6095067909412575,0.6156460027430992,0.6227797941798889,0.6043075113081777,0.6227782659018877,0.6237472700780601,0.6231956282732528,0.5528414692622562,0.5389335145870714,0.5738869425092769,0.0
1241,0.6056998846719991,0.5749763354551423,0.6095067909412575,0.6156460027430992,0.6227797941798889,0.6043075113081777,0.6227782659018877,0.6237472700780601,0.6231956282732528,0.5528414692622562,0.5389335145870714,0.5738869425092769,0.5880485196587953,0.0
1242,0.5749763354551423,0.6095067909412575,0.6156460027430992,0.6227797941798889,0.6043075113081777,0.6227782659018877,0.6237472700780601,0.6231956282732528,0.5528414692622562,0.5389335145870714,0.5738869425092769,0.5880485196587953,0.5575336985300636,0.0
