frame,ear,tag,mov_ear_3,mov_ear_5,mov_ear_7
1698,0.2422807802531413,0,0.0,0.0,0.0
1699,0.2337584176132835,0,0.0,0.0,0.0
1700,0.23401530775436633,0,0.0,0.0,0.0
1701,0.2395905090580303,0,0.0,0.0,0.0
1702,0.24533427107538633,0,0.0,0.0,0.0
1703,0.23683113390057725,0,0.0,0.0,0.0
1704,0.24387705178692076,0,0.0,0.0,0.0
1705,0.25148179641189267,0,0.0,0.0,0.0
1706,0.24113544242119073,0,0.0,0.0,0.0
1707,0.2427877782565623,0,0.0,0.0,0.0
1708,0.2440091971422858,0,0.0,0.0,0.0
1709,0.2333381695812176,0,0.0,0.0,0.0
1710,0.23222862147243795,0,0.0,0.0,0.0
1711,0.23363471225256807,0,0.0,0.0,0.0
1712,0.22839481827432717,0,0.0,0.0,0.0
1713,0.2398772766429821,0,0.0,0.0,0.0
1714,0.23032353417037582,0,0.0,0.0,0.0
1715,0.22927158250029445,0,0.0,0.0,0.0
1716,0.239573247419616,0,0.0,0.0,0.0
1717,0.2215777791849311,0,0.0,0.0,0.0
1718,0.22468041847478476,0,0.0,0.0,0.0
1719,0.22242866043069764,0,0.0,0.0,0.0
1720,0.21682300933733506,0,0.0,0.0,0.0
1721,0.2172745631846591,0,0.0,0.0,0.0
1722,0.2335848145524257,0,0.0,0.0,0.0
1723,0.21805633301971544,0,0.0,0.0,0.0
1724,0.22167549937594794,0,0.0,0.0,0.0
1725,0.2174437706795212,0,0.0,0.0,0.0
1726,0.2191043945890708,0,0.0,0.0,0.0
1727,0.21746489280214967,0,0.0,0.0,0.0
1728,0.21496088196720675,0,0.0,0.0,0.0
1729,0.20926955609643305,0,0.0,0.0,0.0
1730,0.21909489047261665,0,0.0,0.0,0.0
1731,0.2164934293011827,0,0.0,0.0,0.0
1732,0.2139290470161394,0,0.0,0.0,0.0
1733,0.2092391997118762,0,0.0,0.0,0.0
1734,0.20430601478480342,0,0.0,0.0,0.0
1735,0.2185621337418675,0,0.0,0.0,0.0
1736,0.21470292702766758,0,0.0,0.0,0.0
1737,0.2152601056188023,0,0.0,0.0,0.0
1738,0.2027094055201656,0,0.0,0.0,0.0
1739,0.21721874735219437,0,0.0,0.0,0.0
1740,0.22098161129166272,0,0.0,0.0,0.0
1741,0.20403969170090902,0,0.0,0.0,0.0
1742,0.21537562734370536,0,0.0,0.0,0.0
1743,0.21274636553361762,0,0.0,0.0,0.0
1744,0.21483961100911078,0,0.0,0.0,0.0
1745,0.2092391997118762,0,0.0,0.0,0.0
1746,0.2117524448087475,0,0.0,0.0,0.0
1747,0.21333107058632908,0,0.0,0.0,0.0
1748,0.22635883464522807,0,0.0,0.0,0.0
1749,0.20617602332553986,0,0.0,0.0,0.0
1750,0.24143623399491024,0,0.0,0.0,0.0
1751,0.23006951086892902,0,0.0,0.0,0.0
1752,0.2116397867981758,0,0.0,0.0,0.0
1753,0.22543430678320828,0,0.0,0.0,0.0
1754,0.22123035644709738,0,0.0,0.0,0.0
1755,0.20617602332553986,0,0.0,0.0,0.0
1756,0.2117524448087475,0,0.0,0.0,0.0
1757,0.21509392881526826,0,0.0,0.0,0.0
1758,0.2299013026778499,0,0.0,0.0,0.0
1759,0.22234815840457473,0,0.0,0.0,0.0
1760,0.22015467384999945,0,0.0,0.0,0.0
1761,0.20238133652730567,0,0.0,0.0,0.0
1762,0.21483961100911078,0,0.0,0.0,0.0
1763,0.23534591478073402,0,0.0,0.0,0.0
1764,0.2296244091078736,0,0.0,0.0,0.0
1765,0.21887432785877514,0,0.0,0.0,0.0
1766,0.22935874465707562,0,0.0,0.0,0.0
1767,0.2287731059654871,0,0.0,0.0,0.0
1768,0.21989049600169805,0,0.0,0.0,0.0
1769,0.21132287677641476,0,0.0,0.0,0.0
1770,0.22078525468604196,0,0.0,0.0,0.0
1771,0.2308184992850906,0,0.0,0.0,0.0
1772,0.20674957382301326,0,0.0,0.0,0.0
1773,0.21931019912784133,0,0.0,0.0,0.0
1774,0.22866971460790878,0,0.0,0.0,0.0
1775,0.2164934293011827,0,0.0,0.0,0.0
1776,0.2095687797480286,0,0.0,0.0,0.0
1777,0.22852669752793486,0,0.0,0.0,0.0
1778,0.24583269540631192,0,0.0,0.0,0.0
1779,0.23690881849926682,0,0.0,0.0,0.0
1780,0.23676251413007035,0,0.0,0.0,0.0
1781,0.23142908976536183,0,0.0,0.0,0.0
1782,0.23245240403583356,0,0.0,0.0,0.0
1783,0.238173909708694,0,0.0,0.0,0.0
1784,0.21754149087053803,0,0.0,0.0,0.0
1785,0.2236665815440694,0,0.0,0.0,0.0
1786,0.23393944785441512,0,0.0,0.0,0.0
1787,0.24441609605697562,0,0.0,0.0,0.0
1788,0.23988705172938074,0,0.0,0.0,0.0
1789,0.23208662579939932,0,0.0,0.0,0.0
1790,0.22181136410822042,0,0.0,0.0,0.0
1791,0.24509884319285977,0,0.0,0.0,0.0
1792,0.24480271895359493,0,0.0,0.0,0.0
1793,0.23903325501337658,0,0.0,0.0,0.0
1794,0.2452754413616582,0,0.0,0.0,0.0
1795,0.23359895844779993,0,0.0,0.0,0.0
1796,0.2341196476146675,0,0.0,0.0,0.0
1797,0.2380147715389459,0,0.0,0.0,0.0
1798,0.24248401980293077,0,0.0,0.0,0.0
1799,0.24248401980293077,0,0.0,0.0,0.0
1800,0.23564967323436556,0,0.0,0.0,0.0
1801,0.24051670785063928,0,0.0,0.0,0.0
1802,0.22943029543995297,0,0.0,0.0,0.0
1803,0.2319288975576741,0,0.0,0.0,0.0
1804,0.2363773091045049,0,0.0,0.0,0.0
1805,0.2395905090580303,0,0.0,0.0,0.0
1806,0.22146781029731832,0,0.0,0.0,0.0
1807,0.22816562946061536,0,0.0,0.0,0.0
1808,0.22472818007091439,0,0.0,0.0,0.0
1809,0.22543430678320828,0,0.0,0.0,0.0
1810,0.2359395956346186,0,0.0,0.0,0.0
1811,0.2281865237038852,0,0.0,0.0,0.0
1812,0.2297329870978923,0,0.0,0.0,0.0
1813,0.2432804932012021,0,0.0,0.0,0.0
1814,0.24497889869030776,0,0.0,0.0,0.0
1815,0.2447504940167381,0,0.0,0.0,0.0
1816,0.2418295896321091,0,0.0,0.0,0.0
1817,0.23903325501337658,0,0.0,0.0,0.0
1818,0.23903325501337658,0,0.0,0.0,0.0
1819,0.24051670785063928,0,0.0,0.0,0.0
1820,0.2448316783670283,0,0.0,0.0,0.0
1821,0.22199607966324547,0,0.0,0.0,0.0
1822,0.2455361527349615,0,0.0,0.0,0.0
1823,0.23690881849926682,0,0.0,0.0,0.0
1824,0.23303672448438228,0,0.0,0.0,0.0
1825,0.23068222367234598,0,0.0,0.0,0.0
1826,0.24847767165040446,0,0.0,0.0,0.0
1827,0.2185993054350104,0,0.0,0.0,0.0
1828,0.22871863151233385,0,0.0,0.0,0.0
1829,0.23493020040849907,0,0.0,0.0,0.0
1830,0.24091194163265656,0,0.0,0.0,0.0
1831,0.2288382284135484,0,0.0,0.0,0.0
1832,0.2541961675685701,0,0.0,0.0,0.0
1833,0.23378034103095488,0,0.0,0.0,0.0
1834,0.11470589036293119,0,0.0,0.0,0.0
1835,0.09166639390858142,half,0.0,0.0,0.0
1836,0.12236630463183856,close,0.0,0.0,0.0
1837,0.15467280929352656,close,0.0,0.0,0.0
1838,0.18896883716017768,half,0.0,0.0,0.0
1839,0.22239821064099904,half,0.0,0.0,0.0
1840,0.2395905090580303,half,0.0,0.0,0.0
1841,0.24966143374340602,0,0.0,0.0,0.0
1842,0.23903325501337658,0,0.0,0.0,0.0
1843,0.24106742045359447,0,0.0,0.0,0.0
1844,0.2490576751124619,0,0.0,0.0,0.0
1845,0.23570419594509717,0,0.0,0.0,0.0
1846,0.24054432911383558,0,0.0,0.0,0.0
1847,0.25095609962684945,0,0.0,0.0,0.0
1848,0.23398562784979327,0,0.0,0.0,0.0
1849,0.2447233797396739,0,0.0,0.0,0.0
1850,0.23645934979807426,0,0.0,0.0,0.0
1851,0.24497889869030776,0,0.0,0.0,0.0
1852,0.24203534374829574,0,0.0,0.0,0.0
1853,0.24621277686123266,0,0.0,0.0,0.0
1854,0.257059811847847,0,0.0,0.0,0.0
1855,0.23903325501337658,0,0.0,0.0,0.0
1856,0.25157551928910543,0,0.0,0.0,0.0
1857,0.2602224796644289,0,0.0,0.0,0.0
1858,0.2571802812425764,0,0.0,0.0,0.0
1859,0.2510356601793423,0,0.0,0.0,0.0
1860,0.2532398733522095,0,0.0,0.0,0.0
1861,0.2543850164830042,0,0.0,0.0,0.0
1862,0.24127379867696844,0,0.0,0.0,0.0
1863,0.23378034103095488,0,0.0,0.0,0.0
1864,0.23683113390057725,0,0.0,0.0,0.0
1865,0.2455451418066768,0,0.0,0.0,0.0
1866,0.24610239585133054,0,0.0,0.0,0.0
1867,0.23903325501337658,0,0.0,0.0,0.0
1868,0.2432804932012021,0,0.0,0.0,0.0
1869,0.2569017433037806,0,0.0,0.0,0.0
1870,0.24337377172606647,0,0.0,0.0,0.0
1871,0.2483059286092958,0,0.0,0.0,0.0
1872,0.24391767172605,0,0.0,0.0,0.0
1873,0.23588422531784226,0,0.0,0.0,0.0
1874,0.23998831983447003,0,0.0,0.0,0.0
1875,0.22819379859989405,0,0.0,0.0,0.0
1876,0.22927158250029445,0,0.0,0.0,0.0
1877,0.22686485702719106,0,0.0,0.0,0.0
1878,0.22553769102237115,0,0.0,0.0,0.0
1879,0.22095686651658714,0,0.0,0.0,0.0
1880,0.22905614702922722,0,0.0,0.0,0.0
1881,0.21341398793187538,0,0.0,0.0,0.0
1882,0.22967382904289074,0,0.0,0.0,0.0
1883,0.22582758718168036,0,0.0,0.0,0.0
1884,0.23057879442376455,0,0.0,0.0,0.0
1885,0.23656354124977974,0,0.0,0.0,0.0
1886,0.235153483342142,0,0.0,0.0,0.0
1887,0.2274712679558769,0,0.0,0.0,0.0
1888,0.2232484721101687,0,0.0,0.0,0.0
1889,0.23486382194828576,0,0.0,0.0,0.0
1890,0.2432727555332452,0,0.0,0.0,0.0
1891,0.2361512112189556,0,0.0,0.0,0.0
1892,0.2274551439992033,0,0.0,0.0,0.0
1893,0.23938862739845518,0,0.0,0.0,0.0
1894,0.23863306052549768,0,0.0,0.0,0.0
1895,0.21752012502006607,0,0.0,0.0,0.0
1896,0.24122460030302195,0,0.0,0.0,0.0
1897,0.2330876113364454,0,0.0,0.0,0.0
1898,0.24497889869030776,0,0.0,0.0,0.0
1899,0.25691148181561907,0,0.0,0.0,0.0
1900,0.2409455669466357,0,0.0,0.0,0.0
1901,0.24504703668808853,0,0.0,0.0,0.0
1902,0.22105718210813252,0,0.0,0.0,0.0
1903,0.23551907157048513,0,0.0,0.0,0.0
1904,0.21254337159545714,0,0.0,0.0,0.0
1905,0.2266027257420826,0,0.0,0.0,0.0
1906,0.22197771603130753,0,0.0,0.0,0.0
1907,0.232321121676856,0,0.0,0.0,0.0
1908,0.2333369571513894,0,0.0,0.0,0.0
1909,0.23096592306120428,0,0.0,0.0,0.0
1910,0.23772421329856008,0,0.0,0.0,0.0
1911,0.22689952032570104,0,0.0,0.0,0.0
1912,0.22332088801372224,0,0.0,0.0,0.0
1913,0.21775540950942576,0,0.0,0.0,0.0
1914,0.2291518635775437,0,0.0,0.0,0.0
1915,0.21910907336403435,0,0.0,0.0,0.0
1916,0.23167755342880764,0,0.0,0.0,0.0
1917,0.23962634035607744,0,0.0,0.0,0.0
1918,0.23636802021857234,0,0.0,0.0,0.0
1919,0.23772421329856008,0,0.0,0.0,0.0
1920,0.2405810609516473,0,0.0,0.0,0.0
1921,0.23636802021857234,0,0.0,0.0,0.0
1922,0.23913427120619785,0,0.0,0.0,0.0
1923,0.23524785847024382,0,0.0,0.0,0.0
1924,0.23913427120619785,0,0.0,0.0,0.0
1925,0.23210309884814023,0,0.0,0.0,0.0
1926,0.23495796231093458,0,0.0,0.0,0.0
1927,0.23167755342880764,0,0.0,0.0,0.0
1928,0.2291455803737436,0,0.0,0.0,0.0
1929,0.21244089969378696,0,0.0,0.0,0.0
1930,0.23388160913604417,0,0.0,0.0,0.0
1931,0.23529166704368187,0,0.0,0.0,0.0
1932,0.22944541580629133,0,0.0,0.0,0.0
1933,0.21341398793187538,0,0.0,0.0,0.0
1934,0.22193903463369452,0,0.0,0.0,0.0
1935,0.22015499212103495,0,0.0,0.0,0.0
1936,0.21589742557358316,0,0.0,0.0,0.0
1937,0.214213790580736,0,0.0,0.0,0.0
1938,0.20810760044024093,0,0.0,0.0,0.0
1939,0.20474487640207129,0,0.0,0.0,0.0
1940,0.2146710391839213,0,0.0,0.0,0.0
1941,0.20647896900079898,0,0.0,0.0,0.0
1942,0.2150826888655442,0,0.0,0.0,0.0
1943,0.20273105021905127,0,0.0,0.0,0.0
1944,0.20900599419234514,0,0.0,0.0,0.0
1945,0.20043073661259986,0,0.0,0.0,0.0
1946,0.19973839782503133,0,0.0,0.0,0.0
1947,0.19164648486795804,0,0.0,0.0,0.0
1948,0.20946842393724324,0,0.0,0.0,0.0
1949,0.18933070297183835,0,0.0,0.0,0.0
1950,0.18550784957005775,0,0.0,0.0,0.0
1951,0.18509942251986672,0,0.0,0.0,0.0
1952,0.1924667409295901,0,0.0,0.0,0.0
1953,0.19046099531430874,0,0.0,0.0,0.0
1954,0.18103822052953725,0,0.0,0.0,0.0
1955,0.18470304200362195,0,0.0,0.0,0.0
1956,0.18933070297183835,0,0.0,0.0,0.0
1957,0.1897953498895183,0,0.0,0.0,0.0
1958,0.18636792226154344,0,0.0,0.0,0.0
1959,0.18536237030571484,0,0.0,0.0,0.0
1960,0.147511113366865,0,0.0,0.0,0.0
1961,0.12403002757786061,half,0.0,0.0,0.0
1962,0.10044917126718553,half,0.0,0.0,0.0
1963,0.09955786528810309,close,0.0,0.0,0.0
1964,0.14035386047864418,half,0.0,0.0,0.0
1965,0.1616187240016379,half,0.0,0.0,0.0
1966,0.17826388061399964,half,0.0,0.0,0.0
1967,0.17862574642566031,half,0.0,0.0,0.0
1968,0.18243236164654197,0,0.0,0.0,0.0
1969,0.18305206753000552,0,0.0,0.0,0.0
1970,0.19189848386622715,0,0.0,0.0,0.0
1971,0.20354562734540982,0,0.0,0.0,0.0
1972,0.2127156827255159,0,0.0,0.0,0.0
1973,0.22066729830760357,0,0.0,0.0,0.0
1974,0.2194420084403977,0,0.0,0.0,0.0
1975,0.22167549937594794,0,0.0,0.0,0.0
1976,0.21850158524399357,0,0.0,0.0,0.0
1977,0.21704361874898587,0,0.0,0.0,0.0
1978,0.21631792018327467,0,0.0,0.0,0.0
1979,0.21131004791307675,0,0.0,0.0,0.0
1980,0.2164934293011827,0,0.0,0.0,0.0
1981,0.21391907708593577,0,0.0,0.0,0.0
1982,0.2164934293011827,0,0.0,0.0,0.0
1983,0.21276281927028573,0,0.0,0.0,0.0
1984,0.2152601056188023,0,0.0,0.0,0.0
1985,0.21972530908518018,0,0.0,0.0,0.0
1986,0.22078525468604196,0,0.0,0.0,0.0
1987,0.22926526558247287,0,0.0,0.0,0.0
1988,0.22683191455579438,0,0.0,0.0,0.0
1989,0.2086466753131632,0,0.0,0.0,0.0
1990,0.19864355026707725,0,0.0,0.0,0.0
1991,0.20935030793562426,0,0.0,0.0,0.0
1992,0.20269598082659096,0,0.0,0.0,0.0
1993,0.1923874385470512,0,0.0,0.0,0.0
1994,0.19879238302194824,0,0.0,0.0,0.0
1995,0.20290174132749986,0,0.0,0.0,0.0
1996,0.20387745387725492,0,0.0,0.0,0.0
1997,0.20819142147512876,0,0.0,0.0,0.0
1998,0.2065999021571574,0,0.0,0.0,0.0
1999,0.21253200055691543,0,0.0,0.0,0.0
2000,0.17642424313012992,0,0.0,0.0,0.0
2001,0.15128666180634925,0,0.0,0.0,0.0
2002,0.1857976544535866,0,0.0,0.0,0.0
2003,0.2463347008157198,0,0.0,0.0,0.0
2004,0.2902800753805766,0,0.0,0.0,0.0
2005,0.30904040514227926,0,0.0,0.0,0.0
2006,0.30359052993805724,0,0.0,0.0,0.0
2007,0.3053863656684395,0,0.0,0.0,0.0
2008,0.31641778726993147,0,0.0,0.0,0.0
2009,0.32714183907698097,0,0.0,0.0,0.0
2010,0.3160899987725889,0,0.0,0.0,0.0
2011,0.3240471750516972,0,0.0,0.0,0.0
2012,0.3181895418696191,0,0.0,0.0,0.0
2013,0.31665168482465966,0,0.0,0.0,0.0
2014,0.30667800412559376,0,0.0,0.0,0.0
2015,0.31881514430881264,0,0.0,0.0,0.0
2016,0.32880054030186034,0,0.0,0.0,0.0
2017,0.3137345269565923,0,0.0,0.0,0.0
2018,0.31945977784342094,0,0.0,0.0,0.0
2019,0.31266611512904807,0,0.0,0.0,0.0
2020,0.3062329984682783,0,0.0,0.0,0.0
2021,0.3089054872287932,0,0.0,0.0,0.0
2022,0.2973746404929911,0,0.0,0.0,0.0
2023,0.21631792018327467,half,0.0,0.0,0.0
2024,0.11393125525466383,half,0.0,0.0,0.0
2025,0.11372386586558586,half,0.0,0.0,0.0
2026,0.125218333614258,close,0.0,0.0,0.0
2027,0.1440353339904703,close,0.0,0.0,0.0
2028,0.15957601198522497,close,0.0,0.0,0.0
2029,0.1716389529777141,half,0.0,0.0,0.0
2030,0.18270867913896216,half,0.0,0.0,0.0
2031,0.19646363730591013,half,0.0,0.0,0.0
2032,0.17514505992578427,half,0.0,0.0,0.0
2033,0.17411966697017436,half,0.0,0.0,0.0
2034,0.1765053975347265,half,0.0,0.0,0.0
2035,0.1735471100252724,0,0.0,0.0,0.0
2036,0.16071868953971702,0,0.0,0.0,0.0
2037,0.18896883716017768,0,0.0,0.0,0.0
2038,0.1933877530330062,0,0.0,0.0,0.0
2039,0.1956954901827499,0,0.0,0.0,0.0
2040,0.1956954901827499,0,0.0,0.0,0.0
2041,0.20333777897212185,0,0.0,0.0,0.0
2042,0.21005606072630362,0,0.0,0.0,0.0
2043,0.20387745387725492,0,0.0,0.0,0.0
2044,0.2045407842823359,0,0.0,0.0,0.0
2045,0.19933844751957847,0,0.0,0.0,0.0
2046,0.20140929572077898,0,0.0,0.0,0.0
2047,0.21631792018327467,0,0.0,0.0,0.0
2048,0.1911747522429058,0,0.0,0.0,0.0
2049,0.1933877530330062,0,0.0,0.0,0.0
2050,0.1911747522429058,0,0.0,0.0,0.0
2051,0.21664673218619412,0,0.0,0.0,0.0
2052,0.20331717514405212,0,0.0,0.0,0.0
2053,0.21054273481461044,0,0.0,0.0,0.0
2054,0.2052891420061507,0,0.0,0.0,0.0
2055,0.20975464525829696,0,0.0,0.0,0.0
2056,0.2063786083262434,0,0.0,0.0,0.0
2057,0.2155797512622708,0,0.0,0.0,0.0
2058,0.1932853908196978,0,0.0,0.0,0.0
2059,0.21791183664226071,0,0.0,0.0,0.0
2060,0.1733146756770132,0,0.0,0.0,0.0
2061,0.19434026791681935,0,0.0,0.0,0.0
2062,0.1830578789532051,0,0.0,0.0,0.0
2063,0.17353959612481495,0,0.0,0.0,0.0
2064,0.19477408022686282,0,0.0,0.0,0.0
2065,0.17126244887656158,0,0.0,0.0,0.0
2066,0.16924511982796836,0,0.0,0.0,0.0
2067,0.18609390149923571,0,0.0,0.0,0.0
2068,0.18646437833878232,0,0.0,0.0,0.0
2069,0.179367007017408,0,0.0,0.0,0.0
2070,0.19039767004521368,0,0.0,0.0,0.0
2071,0.1958308303108487,0,0.0,0.0,0.0
2072,0.1786881725754802,0,0.0,0.0,0.0
2073,0.1914055314985173,0,0.0,0.0,0.0
2074,0.18262453863695222,0,0.0,0.0,0.0
2075,0.1966901317414196,0,0.0,0.0,0.0
2076,0.19885966013751094,0,0.0,0.0,0.0
2077,0.1959640834478436,0,0.0,0.0,0.0
2078,0.18045318973264896,0,0.0,0.0,0.0
2079,0.2004843783975941,0,0.0,0.0,0.0
2080,0.17375901590848972,0,0.0,0.0,0.0
2081,0.19088329452669972,0,0.0,0.0,0.0
2082,0.18849116921516013,0,0.0,0.0,0.0
2083,0.18352926775735595,0,0.0,0.0,0.0
2084,0.18514486772256022,0,0.0,0.0,0.0
2085,0.2051267787786059,0,0.0,0.0,0.0
2086,0.1795900520582291,0,0.0,0.0,0.0
2087,0.19434026791681935,0,0.0,0.0,0.0
2088,0.18151728250817434,0,0.0,0.0,0.0
2089,0.19239364336591083,0,0.0,0.0,0.0
2090,0.19734114429172064,0,0.0,0.0,0.0
2091,0.19133500962556604,0,0.0,0.0,0.0
2092,0.19812906428555538,0,0.0,0.0,0.0
2093,0.17960197644263304,0,0.0,0.0,0.0
2094,0.20736860050999467,0,0.0,0.0,0.0
2095,0.1928127431089682,0,0.0,0.0,0.0
2096,0.19866368386024355,0,0.0,0.0,0.0
2097,0.1808444441376301,0,0.0,0.0,0.0
2098,0.17397013271494782,0,0.0,0.0,0.0
2099,0.18930640072073956,0,0.0,0.0,0.0
2100,0.18609390149923571,0,0.0,0.0,0.0
2101,0.19544247361472616,0,0.0,0.0,0.0
2102,0.18746572575623854,0,0.0,0.0,0.0
2103,0.1832680728323608,0,0.0,0.0,0.0
2104,0.1950628531982716,0,0.0,0.0,0.0
2105,0.18910172002901654,0,0.0,0.0,0.0
2106,0.18469853564548946,0,0.0,0.0,0.0
2107,0.1909413389672469,0,0.0,0.0,0.0
2108,0.19504314244790893,0,0.0,0.0,0.0
2109,0.19268260713229507,0,0.0,0.0,0.0
2110,0.19543038854474054,0,0.0,0.0,0.0
2111,0.2149305255826499,0,0.0,0.0,0.0
2112,0.21553354816877748,0,0.0,0.0,0.0
2113,0.2152905554085009,0,0.0,0.0,0.0
2114,0.22620605058043475,0,0.0,0.0,0.0
2115,0.22267735785180998,0,0.0,0.0,0.0
2116,0.21553354816877748,0,0.0,0.0,0.0
2117,0.22781807132361903,0,0.0,0.0,0.0
2118,0.22065203125551036,0,0.0,0.0,0.0
2119,0.21782492262800066,0,0.0,0.0,0.0
2120,0.21403209133358006,0,0.0,0.0,0.0
2121,0.2152905554085009,0,0.0,0.0,0.0
2122,0.21237673979953564,0,0.0,0.0,0.0
2123,0.21217890532970257,0,0.0,0.0,0.0
2124,0.21891510456737362,0,0.0,0.0,0.0
2125,0.13016546778119936,0,0.0,0.0,0.0
2126,0.12847513660249577,half,0.0,0.0,0.0
2127,0.11887782358977958,close,0.0,0.0,0.0
2128,0.12662362603256608,half,0.0,0.0,0.0
2129,0.17666773017013637,half,0.0,0.0,0.0
2130,0.17993279971354786,half,0.0,0.0,0.0
2131,0.21503091680509048,half,0.0,0.0,0.0
2132,0.19400274632994902,half,0.0,0.0,0.0
2133,0.21995338178718252,0,0.0,0.0,0.0
2134,0.21801922414638064,0,0.0,0.0,0.0
2135,0.2110229585806826,0,0.0,0.0,0.0
2136,0.2073934579999625,0,0.0,0.0,0.0
2137,0.2267335667542218,0,0.0,0.0,0.0
2138,0.22335124439827905,0,0.0,0.0,0.0
2139,0.21661424125292003,0,0.0,0.0,0.0
2140,0.21757412238532522,0,0.0,0.0,0.0
2141,0.20568909231160354,0,0.0,0.0,0.0
2142,0.2191043945890708,0,0.0,0.0,0.0
2143,0.2152601056188023,0,0.0,0.0,0.0
2144,0.21682300933733506,0,0.0,0.0,0.0
2145,0.21561056991512537,0,0.0,0.0,0.0
2146,0.20537900043410573,0,0.0,0.0,0.0
2147,0.2149305255826499,0,0.0,0.0,0.0
2148,0.21221425519127637,0,0.0,0.0,0.0
2149,0.20734813925747453,0,0.0,0.0,0.0
2150,0.21930496845446418,0,0.0,0.0,0.0
2151,0.20900850101482582,0,0.0,0.0,0.0
2152,0.21054273481461044,0,0.0,0.0,0.0
2153,0.22527217772426994,0,0.0,0.0,0.0
2154,0.21848432494314615,0,0.0,0.0,0.0
2155,0.2100183539219311,0,0.0,0.0,0.0
2156,0.2152601056188023,0,0.0,0.0,0.0
2157,0.2152601056188023,0,0.0,0.0,0.0
2158,0.21659825551005035,0,0.0,0.0,0.0
2159,0.2149305255826499,0,0.0,0.0,0.0
2160,0.220108489604825,0,0.0,0.0,0.0
2161,0.219137026103858,0,0.0,0.0,0.0
2162,0.22567488746004294,0,0.0,0.0,0.0
2163,0.21955594843639484,0,0.0,0.0,0.0
2164,0.24318606825939168,0,0.0,0.0,0.0
2165,0.21057140473335856,0,0.0,0.0,0.0
2166,0.2122431235107301,0,0.0,0.0,0.0
2167,0.21401092862921522,0,0.0,0.0,0.0
2168,0.22170813089073513,0,0.0,0.0,0.0
2169,0.21250797981079406,0,0.0,0.0,0.0
2170,0.22593185330161034,0,0.0,0.0,0.0
2171,0.21400100083480156,0,0.0,0.0,0.0
2172,0.24923941758514745,0,0.0,0.0,0.0
2173,0.26473721059763655,0,0.0,0.0,0.0
2174,0.256078659524931,0,0.0,0.0,0.0
2175,0.26295850479281524,0,0.0,0.0,0.0
2176,0.2545574557119159,0,0.0,0.0,0.0
2177,0.2600539364754457,0,0.0,0.0,0.0
2178,0.2692534886543539,0,0.0,0.0,0.0
2179,0.2692534886543539,0,0.0,0.0,0.0
2180,0.27057858691476355,0,0.0,0.0,0.0
2181,0.2694103159398835,0,0.0,0.0,0.0
2182,0.2600055473690116,0,0.0,0.0,0.0
2183,0.2691340528653333,0,0.0,0.0,0.0
2184,0.2692534886543539,0,0.0,0.0,0.0
2185,0.26952999798930766,0,0.0,0.0,0.0
2186,0.2522565854923219,0,0.0,0.0,0.0
2187,0.24397806797974203,0,0.0,0.0,0.0
2188,0.24289662701631562,0,0.0,0.0,0.0
2189,0.23903325501337658,0,0.0,0.0,0.0
2190,0.22239821064099904,0,0.0,0.0,0.0
2191,0.20897983109607768,0,0.0,0.0,0.0
2192,0.23827492590151528,0,0.0,0.0,0.0
2193,0.22088122006922217,0,0.0,0.0,0.0
2194,0.20267846005087045,0,0.0,0.0,0.0
2195,0.19859240481547308,0,0.0,0.0,0.0
2196,0.20072873644010394,0,0.0,0.0,0.0
2197,0.203775786203579,0,0.0,0.0,0.0
2198,0.21080210343040898,0,0.0,0.0,0.0
2199,0.2057544168860872,0,0.0,0.0,0.0
2200,0.2092391997118762,0,0.0,0.0,0.0
2201,0.21341306871829707,0,0.0,0.0,0.0
2202,0.2164934293011827,0,0.0,0.0,0.0
2203,0.17882442894346112,0,0.0,0.0,0.0
2204,0.17308698239937442,0,0.0,0.0,0.0
2205,0.17595577250682187,0,0.0,0.0,0.0
2206,0.17011981730191394,0,0.0,0.0,0.0
2207,0.17247909582949245,0,0.0,0.0,0.0
2208,0.15949636754775354,0,0.0,0.0,0.0
2209,0.16196452160823688,0,0.0,0.0,0.0
2210,0.16171894726954417,0,0.0,0.0,0.0
2211,0.17835155981771897,0,0.0,0.0,0.0
2212,0.17677331397045892,0,0.0,0.0,0.0
2213,0.15880575343830566,0,0.0,0.0,0.0
2214,0.16342484908997312,0,0.0,0.0,0.0
2215,0.15941045263371617,0,0.0,0.0,0.0
2216,0.17595577250682187,0,0.0,0.0,0.0
2217,0.16171894726954417,0,0.0,0.0,0.0
2218,0.16251824657183223,0,0.0,0.0,0.0
2219,0.17638571635147082,0,0.0,0.0,0.0
2220,0.15439170721799667,0,0.0,0.0,0.0
2221,0.16743759813474787,0,0.0,0.0,0.0
2222,0.147118255505995,0,0.0,0.0,0.0
2223,0.15982757689853622,0,0.0,0.0,0.0
2224,0.15333860159828316,0,0.0,0.0,0.0
2225,0.08383963054287993,0,0.0,0.0,0.0
2226,0.07961012908723233,half,0.0,0.0,0.0
2227,0.09620187933132629,close,0.0,0.0,0.0
2228,0.08723105461555591,close,0.0,0.0,0.0
2229,0.11542162074442922,close,0.0,0.0,0.0
2230,0.15964562340446747,half,0.0,0.0,0.0
2231,0.1708711544926676,half,0.0,0.0,0.0
2232,0.19664277606211233,half,0.0,0.0,0.0
2233,0.21505198283033522,half,0.0,0.0,0.0
2234,0.208763259933417,half,0.0,0.0,0.0
